"date","RV","BV","medRV","RK","rt","close"
2019-07-02,0.279622805638099,0.270165580432474,0.289822463403827,0.1270201253353,0.27708524239447,3614
2019-07-03,0.762529693520683,0.725974960151503,0.674205378233159,0.467383580476984,1.15544614218681,3656
2019-07-04,0.32305741056714,0.298599041287464,0.285473368141809,0.172157262860737,-0.356213556547758,3643
2019-07-05,0.195194237676206,0.163763267595185,0.192167690784619,0.107520760160466,0.164563942788476,3649
2019-07-08,0.600343925187125,0.495943913648168,0.397265781784151,0.573042983819582,-0.908471492438068,3616
2019-07-09,0.209025238234599,0.184675158859422,0.195573919479495,0.162665300788843,-0.249204060852826,3607
2019-07-10,0.238652741450213,0.205074692522126,0.215147608337267,0.13513013084247,0.110834037391783,3611
2019-07-11,0.764455901485268,0.330876631337671,0.326997225906305,0.602452281188011,0.744933780060997,3638
2019-07-12,0.301584658131325,0.248036874523958,0.259712493331283,0.190912522852158,-0.46838493124266,3621
2019-07-15,0.223808005244688,0.198617762383894,0.197052299006506,0.176315777630086,0.46838493124266,3638
2019-07-16,0.32594395504221,0.294952693790079,0.30069558083194,0.282701990337979,0.957468674159934,3673
2019-07-17,1.30598780316441,1.17066736994248,1.25903642606501,1.59165840457538,1.43265053418666,3726
2019-07-18,1.46166604768314,1.47908039590499,1.52399246909574,1.75571163477264,2.15062052209642,3807
2019-07-19,1.56171730845074,1.02446433640566,0.922175596230383,0.91301333727481,2.89950418171347,3919
2019-07-22,5.28911730061024,3.24696041513372,2.6676847154023,5.279211769225,-0.665645058917619,3893
2019-07-23,0.805278269014212,0.834572341072229,0.70566449013889,0.491373020140129,0.0256838321689656,3894
2019-07-24,0.966483053091169,0.988512950957881,0.833336118854041,0.936647543853662,0.920251893116131,3930
2019-07-25,0.616299137137381,0.522195155506819,0.500620863921049,0.47510496393021,-0.152788417805283,3924
2019-07-26,0.925983844240693,1.04726463758047,1.00955124242145,0.82307611281081,-0.408580752258025,3908
2019-07-29,0.779208816645353,0.694645715476282,0.625381820744608,0.705372841406163,-0.076795088888737,3905
2019-07-30,0.29890705600452,0.210405174244255,0.242223369316413,0.242085150945689,0.332353623069892,3918
2019-07-31,0.181600162294277,0.150259506905129,0.147912133980681,0.108171163303464,-0.0765990079582224,3915
2019-08-01,1.17087932767529,1.22197657039879,1.1808138655272,0.473137501970363,-2.35183342536107,3824
2019-08-02,1.07873531696768,0.981417819975026,1.08104559009553,1.23193015914462,0.962922209294348,3861
2019-08-05,3.65010173798709,2.53500073723159,2.47172420608347,2.94807677174907,3.76156163782717,4009
2019-08-06,1.90756433323311,1.64769446164119,1.44370261274791,2.07130049019267,-0.424947521115371,3992
2019-08-07,1.5158131869256,1.588763178472,1.49742330425012,2.05910979668519,2.00874702170584,4073
2019-08-08,2.57997839928546,2.34389409068978,2.15466905503309,1.34875386381172,2.11352456068958,4160
2019-08-09,1.35006227088783,1.16568942746043,1.17516386583467,1.18628338823296,-0.409491117790672,4143
2019-08-12,1.11020065215753,1.06019673542076,1.20005206389345,0.803410806597776,-0.629542030749697,4117
2019-08-13,1.47612597623593,0.865657771511427,0.776770364365669,1.33511302829725,3.29700192375704,4255
2019-08-14,6.85224322883955,9.00296675412488,9.20027490588983,7.72415520648511,-3.27271534197404,4118
2019-08-15,1.49105038951117,1.56893303661037,1.58759018862275,0.840662805266808,1.32675930038175,4173
2019-08-16,0.914086335423362,0.794934365658233,0.827087105573974,0.553386845226272,0.0479156693403482,4175
2019-08-19,0.670146908666812,0.65413366073428,0.714880789486161,0.816940782311468,-0.697034428923082,4146
2019-08-20,0.595941275667524,0.596894544849022,0.606066020513119,0.373295568037792,-0.168980124699303,4139
2019-08-21,0.700743022618482,0.677743493793422,0.676893774101697,0.757187370292368,0.120729219058724,4144
2019-08-22,0.434590960025963,0.426764496205722,0.403987680771271,0.337965821377076,0.265092335022921,4155
2019-08-23,0.499879223310994,0.503974578969328,0.562829231485091,0.285437762584806,0.120264596576014,4160
2019-08-26,2.24343598384104,2.37770980850874,2.01405789347973,2.1839919766043,4.14371898641743,4336
2019-08-27,1.30637412050145,1.29404227711145,1.2897165813721,1.3177725822421,0.941129407141261,4377
2019-08-28,1.4161532329076,1.3796180910738,1.36948836771428,1.92571321600753,2.86023326286315,4504
2019-08-29,2.62171030427216,2.30343506101157,2.09313574112795,1.49424825629372,1.78242148710392,4585
2019-08-30,2.57978247273719,2.49446924943724,2.43863210077319,2.17561102623141,-1.76022146481269,4505
2019-09-02,1.58114533027693,1.33530102993303,1.36927705801872,1.10666311842872,-0.02220002229123,4504
2019-09-03,1.23903748468585,1.0949069343464,0.929290490144205,0.850756134724158,1.06008059866394,4552
2019-09-04,3.35710577998547,2.52723070208268,2.18696027640737,4.03578342919484,4.29988852363152,4752
2019-09-05,1.88947036097371,1.75551405248795,1.81334224974468,1.78657677895079,0.336134770270391,4768
2019-09-06,4.67585375090281,4.71252263421652,4.82163066790874,5.87446271812514,-5.94062996750253,4493
2019-09-09,18.0390467902609,13.6004355318795,10.2176265617294,19.0556604042731,-1.66072039394205,4419
2019-09-10,2.08005093113043,2.09924391143624,2.31142728957853,1.50551699903614,-0.795187650288831,4384
2019-09-11,1.89746357287159,1.74583256297737,1.42075544588508,2.19984748228275,0.998646520067581,4428
2019-09-12,1.76640294043044,1.38021456776149,1.21636901238579,1.16140836116424,-0.0225861096385671,4427
2019-09-16,0.386230033047687,0.279507895053407,0.294785411293767,0.324612064197414,-1.59384066146995,4357
2019-09-17,0.910454262872465,0.793855082778212,0.921306273474171,0.734658648905555,-0.206777787634138,4348
2019-09-18,0.655401717041873,0.595079622410103,0.583878203979538,0.551906734907816,0.50470398485345,4370
2019-09-19,1.94898791687393,1.80119060116593,1.79528614823096,1.03514346642601,-0.965746756331676,4328
2019-09-20,0.697402390984669,0.680535208811302,0.635486073132424,0.61645677854302,1.08009782653973,4375
