DATE,TIME,Open,Highest,Lowest,Close,Volumn
2020/1/2,14:50,341.4,341.45,341.38,341.43,650
2020/1/2,14:55,341.44,341.48,341.37,341.37,716
2020/1/2,15:00,341.37,341.4,341.35,341.35,438
2020/1/2,15:05,341.38,341.44,341.34,341.39,370
2020/1/2,15:10,341.38,341.39,341.35,341.35,168
2020/1/2,15:15,341.36,341.37,341.2,341.34,1146
2020/1/2,15:20,341.37,341.41,341.34,341.34,450
2020/1/2,15:25,341.34,341.35,341.3,341.3,234
2020/1/2,15:30,341.3,341.33,341.26,341.26,592
2020/2/3,9:05,356.3,356.7,355.3,356.03,4836
2020/2/3,9:10,356.04,356.23,355.13,355.53,3962
2020/2/3,9:15,355.47,356,355.31,355.93,2506
2020/2/3,9:20,356,356.15,355.8,356,2032
2020/2/3,9:25,356,356.97,356,356.85,1998
2020/2/3,9:30,356.8,357.29,356.68,357.16,2220
2020/2/3,9:35,357.16,357.23,356.3,356.5,1918
2020/2/3,9:40,356.4,356.5,356.13,356.3,1282
2020/2/3,9:45,356.3,356.33,356,356,1154
2020/2/3,9:50,356.01,356.45,355.99,356.28,856
2020/2/3,9:55,356.21,356.28,356.04,356.12,1070
2020/2/3,10:00,356.15,356.25,356.05,356.1,942
2020/2/3,10:05,356.1,356.35,356.08,356.3,836
2020/2/3,10:10,356.3,356.67,356.3,356.59,830
2020/2/3,10:15,356.59,356.99,356.55,356.9,1068
2020/2/3,10:20,356.85,356.97,356.76,356.79,594
2020/2/3,10:25,356.79,356.83,356.71,356.78,526
2020/2/3,10:30,356.72,356.75,356.55,356.65,246
2020/2/3,10:35,356.69,356.79,356.46,356.79,602
2020/2/3,10:40,356.73,356.95,356.73,356.91,900
2020/2/3,10:45,356.91,356.95,356.82,356.82,508
2020/2/3,10:50,356.82,356.85,356.74,356.8,264
2020/2/3,10:55,356.8,356.86,356.78,356.78,930
2020/2/3,11:00,356.76,356.78,356.65,356.7,238
2020/2/3,11:05,356.73,356.9,356.63,356.9,522
2020/2/3,11:10,356.94,356.95,356.8,356.84,232
2020/2/3,11:15,356.84,356.97,356.8,356.9,368
2020/2/3,11:20,356.86,356.9,356.65,356.71,558
2020/2/3,11:25,356.71,356.88,356.66,356.7,298
2020/2/3,11:30,356.7,356.83,356.6,356.7,904
2020/2/3,11:35,356.75,356.83,356.61,356.61,178
2020/2/3,11:40,356.61,356.7,356.61,356.7,124
2020/2/3,11:45,356.78,356.8,356.7,356.7,206
2020/2/3,11:50,356.65,356.65,356.62,356.65,88
2020/2/3,11:55,356.65,356.7,356.61,356.62,132
2020/2/3,12:00,356.65,356.74,356.62,356.7,156
2020/2/3,12:05,356.7,356.8,356.69,356.71,50
2020/2/3,12:10,356.7,356.75,356.7,356.75,38
2020/2/3,12:15,356.75,356.81,356.75,356.81,26
2020/2/3,12:20,356.81,356.81,356.66,356.7,172
2020/2/3,12:25,356.67,356.7,356.63,356.65,90
2020/2/3,12:30,356.65,356.85,356.65,356.75,38
2020/2/3,12:35,356.77,356.8,356.73,356.77,42
2020/2/3,12:40,356.77,356.8,356.75,356.8,80
2020/2/3,12:45,356.8,356.94,356.8,356.94,564
2020/2/3,12:50,356.85,356.85,356.76,356.84,32
2020/2/3,12:55,356.82,356.82,356.7,356.76,64
2020/2/3,13:00,356.76,356.86,356.76,356.8,64
2020/2/3,13:05,356.8,356.8,356.78,356.8,102
2020/2/3,13:10,356.8,356.85,356.75,356.78,128
2020/2/3,13:15,356.8,356.82,356.78,356.8,86
2020/2/3,13:20,356.82,356.82,356.7,356.75,524
2020/2/3,13:25,356.7,356.74,356.57,356.59,348
2020/2/3,13:30,356.65,356.68,356.47,356.61,184
2020/2/3,13:35,356.61,356.68,356.41,356.61,1096
2020/2/3,13:40,356.65,356.84,356.63,356.78,188
2020/2/3,13:45,356.73,356.79,356.73,356.78,80
2020/2/3,13:50,356.78,356.79,356.66,356.7,124
2020/2/3,13:55,356.75,356.78,356.69,356.7,462
2020/2/3,14:00,356.69,356.73,356.68,356.7,680
2020/2/3,14:05,356.7,356.83,356.61,356.83,290
2020/2/3,14:10,356.8,356.89,356.78,356.78,268
2020/2/3,14:15,356.78,356.99,356.72,356.99,556
2020/2/3,14:20,356.98,357,356.86,356.88,226
2020/2/3,14:25,356.9,356.94,356.7,356.72,364
2020/2/3,14:30,356.84,356.87,356.75,356.75,362
2020/2/3,14:35,356.78,356.85,356.7,356.75,904
2020/2/3,14:40,356.75,356.89,356.7,356.88,450
2020/2/3,14:45,356.81,356.95,356.8,356.95,804
2020/2/3,14:50,356.95,357.01,356.85,357,996
2020/2/3,14:55,357,357,356.8,356.85,306
2020/2/3,15:00,356.85,356.85,356.64,356.65,458
2020/2/3,15:05,356.68,356.78,356.4,356.6,756
2020/2/3,15:10,356.51,356.75,356.5,356.75,362
2020/2/3,15:15,356.75,356.75,356.5,356.54,296
2020/2/3,15:20,356.52,356.54,356.08,356.19,688
2020/2/3,15:25,356.2,356.28,356.1,356.1,550
2020/2/3,15:30,356.09,356.12,355.9,356,1506
2020/4/7,9:05,375,377,373.01,373.08,9484
2020/4/7,9:10,373.09,373.39,372.32,373.08,4012
2020/4/7,9:15,373.12,373.25,372.81,373,3592
2020/4/7,9:20,373.07,373.84,372.87,373.75,3304
2020/4/7,9:25,373.75,374.26,373.6,374.24,2574
2020/4/7,9:30,374.21,374.4,373.8,373.83,2190
2020/4/7,9:35,373.9,373.98,373.81,373.92,888
2020/4/7,9:40,373.92,374.1,373.85,373.97,1208
2020/4/7,9:45,373.97,374.04,373.75,373.85,928
2020/4/7,9:50,373.9,374.3,373.8,374.21,1562
2020/4/7,9:55,374.29,374.48,374.21,374.35,2084
2020/4/7,10:00,374.35,374.39,374.2,374.2,1312
2020/4/7,10:05,374.25,374.36,374.05,374.05,1134
2020/4/7,10:10,374.05,374.05,373.8,373.91,862
2020/4/7,10:15,373.91,374.08,373.85,373.9,466
2020/4/7,10:20,373.9,374,373.8,373.87,522
2020/4/7,10:25,373.81,373.83,373.73,373.75,622
2020/4/7,10:30,373.73,373.88,373.67,373.72,654
2020/4/7,10:35,373.71,373.9,373.3,373.68,1724
2020/4/7,10:40,373.62,373.68,373.11,373.28,1624
2020/4/7,10:45,373.29,373.59,373.17,373.46,1860
2020/4/7,10:50,373.46,373.46,373.2,373.33,928
2020/4/7,10:55,373.35,373.6,373.02,373.4,826
2020/4/7,11:00,373.4,373.65,373.32,373.34,526
2020/4/7,11:05,373.33,373.45,373.26,373.33,752
2020/4/7,11:10,373.3,373.33,373.11,373.26,558
2020/4/7,11:15,373.3,373.5,373.17,373.44,968
2020/4/7,11:20,373.4,373.68,373.35,373.52,898
2020/4/7,11:25,373.54,373.6,373.3,373.5,484
2020/4/7,11:30,373.41,373.44,373.24,373.24,230
2020/4/7,11:35,373.35,373.35,373.12,373.2,148
2020/4/7,11:40,373.12,373.26,373.12,373.26,120
2020/4/7,11:45,373.21,373.3,373.19,373.3,130
2020/4/7,11:50,373.4,373.4,373.25,373.4,106
2020/4/7,11:55,373.4,373.4,373.27,373.35,46
2020/4/7,12:00,373.26,373.55,373.25,373.55,236
2020/4/7,12:05,373.4,373.58,373.3,373.3,110
2020/4/7,12:10,373.45,373.5,373.3,373.3,78
2020/4/7,12:15,373.3,373.45,373.23,373.45,100
2020/4/7,12:20,373.45,373.46,373.39,373.4,22
2020/4/7,12:25,373.35,373.35,373.2,373.35,114
2020/4/7,12:30,373.4,373.4,373.13,373.13,246
2020/4/7,12:35,373.12,373.26,372.96,372.96,506
2020/4/7,12:40,372.97,373.12,372.86,373.07,226
2020/4/7,12:45,373.07,373.14,372.97,373,64
2020/4/7,12:50,373.02,373.31,373.02,373.31,256
2020/4/7,12:55,373.3,373.6,373.2,373.2,312
2020/4/7,13:00,373.3,373.38,373.25,373.26,84
2020/4/7,13:05,373.35,373.68,373.26,373.35,300
2020/4/7,13:10,373.48,373.48,373.26,373.31,246
2020/4/7,13:15,373.27,373.42,373.1,373.4,118
2020/4/7,13:20,373.25,373.35,373.11,373.2,118
2020/4/7,13:25,373.2,373.3,373.1,373.29,278
2020/4/7,13:30,373.25,373.34,373.25,373.27,150
2020/4/7,13:35,373.37,373.68,373.34,373.39,870
2020/4/7,13:40,373.41,373.84,373.4,373.7,716
2020/4/7,13:45,373.7,373.85,373.6,373.72,796
2020/4/7,13:50,373.74,373.93,373.61,373.93,966
2020/4/7,13:55,373.94,374.08,373.88,373.94,1378
2020/4/7,14:00,373.91,373.94,373.5,373.55,760
2020/4/7,14:05,373.55,373.61,373.28,373.28,580
2020/4/7,14:10,373.26,373.43,372.8,372.92,1198
2020/4/7,14:15,372.93,373.1,372.8,373.03,1252
2020/4/7,14:20,373.04,373.35,372.93,373.02,914
